X,Y,COUNTY,CountyName,Permits 
-8679981.447,4179710.712,Duplin,,
-8680571.441,4179629.058,Duplin,,
-8663973.705,4179335.11,Duplin,,
-8671164.944,4167088.753,Duplin,,
-8669163.085,4167091.335,Duplin,,
-8678070.426,4169637.015,Duplin,,
-8670479.438,4167481.34,Duplin,,
-8698260.108,4171806.706,Duplin,,
-8697961.772,4170861.595,Duplin,,
-8694052.231,4135379.477,Duplin,,
-8678534.294,4126910.868,Duplin,,
-8677699.398,4152078.043,Duplin,,
-8675439.612,4161924.414,Duplin,,
-8673268.882,4147137.765,Duplin,,
-8672812.472,4147097.058,Duplin,,
-8664008.214,4156701.493,Duplin,,
-8663873.517,4157468.701,Duplin,,
-8698538.406,4171317.142,Duplin,,
-8684779.317,4173166.719,Duplin,,
-8684779.317,4173166.719,Duplin,,
-8684779.317,4173166.719,Duplin,,
-8676330.168,4172758.698,Duplin,,
-8673491.521,4167999.556,Duplin,,
-8668415.352,4178499.578,Duplin,,
-8678739.122,4140979.055,Duplin,,
-8674883.015,4151059.95,Duplin,,
-8684712.526,4166640.175,Duplin,,
-8684712.526,4166640.175,Duplin,,
-8684712.526,4166640.175,Duplin,,
-8665175.955,4173819.585,Duplin,,
-8675855.39,4169943.215,Duplin,,
-8673458.125,4167469.378,Duplin,,
-8683387.824,4147666.976,Duplin,,
-8677510.155,4166150.839,Duplin,,
-8668014.602,4181520.855,Duplin,,
-8657784.341,4162780.441,Duplin,,
-8688274.749,4157197.069,Duplin,,
-8685788.874,4159893.991,Duplin,,
-8679614.093,4170936.385,Duplin,,
-8674726.277,4159280.249,Duplin,,
-8674726.277,4159280.249,Duplin,,
-8674571.32,4157658.848,Duplin,,
-8672378.326,4156409.373,Duplin,,
-8659710.836,4177365.451,Duplin,,
-8697736.906,4134661.09,Duplin,,
-8684160.047,4173141.15,Duplin,,
-8684160.047,4173141.15,Duplin,,
-8684160.047,4173141.15,Duplin,,
-8674586.126,4148051.687,Duplin,,
-8674293.021,4148861.185,Duplin,,
-8672500.778,4147666.976,Duplin,,
-8694208.078,4180050.942,Duplin,,
-8674102.22,4150177.27,Duplin,,
-8659142.439,4156667.406,Duplin,,
-8658307.543,4178839.771,Duplin,,
-8684311.776,4150408.419,Duplin,,
-8682296.893,4168788.073,Duplin,,
-8682296.893,4168788.073,Duplin,,
-8682296.893,4168788.073,Duplin,,
-8682274.629,4151236.412,Duplin,,
-8698193.316,4187239.038,Duplin,,
-8683510.275,4182841.221,Duplin,,
-8677165.064,4175479.124,Duplin,,
-8682167.428,4172153.086,Duplin,,
-8696245.225,4135799.687,Duplin,,
-8685335.915,4163201.685,Duplin,,
-8680415.705,4160934.086,Duplin,,
-8691237.852,4167067.547,Duplin,,
-8696089.378,4167088.753,Duplin,,
-8688853.611,4172187.493,Duplin,,
-8688831.347,4173357.134,Duplin,,
-8687406.457,4171697.913,Duplin,,
-8653609.86,4134132.495,Duplin,,
-8683844.234,4152566.761,Duplin,,
-8681569.531,4152563.503,Duplin,,
-8686193.075,4165770.259,Duplin,,
-8653053.263,4129918.184,Duplin,,
-8650421.67,4161759.33,Duplin,,
-8649401.983,4131503.446,Duplin,,
-8684834.977,4181670.579,Duplin,,
-8684834.977,4181670.579,Duplin,,
-8684834.977,4181670.579,Duplin,,
-8679057.496,4157088.418,Duplin,,
-8672834.736,4150530.578,Duplin,,
-8668515.54,4166857.665,Duplin,,
-8658797.348,4177288.576,Duplin,,
-8649491.039,4151996.592,Duplin,,
-8678189.204,4183412.974,Duplin,,
-8669161.193,4180990.03,Duplin,,
-8694697.884,4178241.038,Duplin,,
-8694697.884,4178241.038,Duplin,,
-8689999.534,4174568.115,Duplin,,
-8684679.13,4168149.098,Duplin,,
-8682552.928,4166001.324,Duplin,,
-8676056.322,4167793.327,Duplin,,
-8676056.322,4167793.327,Duplin,,
-8674914.629,4168381.708,Duplin,,
-8673736.424,4165199.414,Duplin,,
-8697859.358,4168747.286,Duplin,,
-8696835.218,4172568.293,Duplin,,
-8694976.183,4173697.17,Duplin,,
-8691580.938,4169998.147,Duplin,,
-8691580.938,4171697.913,Duplin,,
-8690467.743,4172758.698,Duplin,,
-8678812.593,4184175.359,Duplin,,
-8671443.242,4172377.892,Duplin,,
-8685638.927,4164962.929,Duplin,,
-8655335.312,4146228.667,Duplin,,
-8654622.867,4154263.865,Duplin,,
-8654467.02,4147354.874,Duplin,,
-8652218.366,4154263.865,Duplin,,
-8652056.619,4159530.333,Duplin,,
-8651038.38,4149539.77,Duplin,,
-8671944.18,4183903.073,Duplin,,
-8669773.45,4184284.275,Duplin,,
-8669561.943,4180921.978,Duplin,,
-8666100.797,4187081.885,Duplin,,
-8665261.671,4185525.996,Duplin,,
-8665261.671,4185525.996,Duplin,,
-8665166.827,4184631.589,Duplin,,
-8660584.471,4183605.199,Duplin,,
-8672189.083,4168189.882,Duplin,,
-8671511.815,4168096.214,Duplin,,
-8668448.748,4170678.022,Duplin,,
-8666318.427,4170162.945,Duplin,,
-8662726.926,4175288.672,Duplin,,
-8662292.78,4177329.394,Duplin,,
-8660968.078,4172677.095,Duplin,,
-8660558.2,4173296.201,Duplin,,
-8648066.149,4131462.795,Duplin,,
-8696367.676,4140355.234,Duplin,,
-8696367.676,4140355.234,Duplin,,
-8663734.368,4178620.685,Duplin,,
-8663283.524,4178417.933,Duplin,,
-8662882.774,4177057.277,Duplin,,
-8660901.287,4177928.078,Duplin,,
-8659576.585,4176077.707,Duplin,,
-8659353.946,4178417.933,Duplin,,
-8658307.543,4178009.719,Duplin,,
-8674363.821,4146426.627,Duplin,,
-8669929.297,4179139.149,Duplin,,
-8667179.706,4174268.452,Duplin,,
-8664986.712,4174186.838,Duplin,,
-8660533.932,4181262.245,Duplin,,
-8659506.231,4181719.852,Duplin,,
-8657301.214,4178117.214,Duplin,,
-8655769.458,4179261.624,Duplin,,
-8663194.468,4143515.381,Duplin,,
-8656320.49,4127509.558,Duplin,,
-8654361.267,4127305.025,Duplin,,
-8653153.45,4146941.014,Duplin,,
-8647665.399,4130717.562,Duplin,,
-8689164.415,4169969.185,Duplin,,
-8664519.17,4182773.157,Duplin,,
-8661836.37,4175669.579,Duplin,,
-8660723.175,4167387.814,Duplin,,
-8660723.175,4175587.955,Duplin,,
-8660689.78,4171616.318,Duplin,,
-8659732.432,4167768.449,Duplin,,
-8659353.946,4171357.939,Duplin,,
-8657962.452,4168788.073,Duplin,,
-8674001.476,4178303.496,Duplin,,
-8669250.248,4175696.787,Duplin,,
-8669250.248,4179942.067,Duplin,,
-8668415.352,4175669.579,Duplin,,
-8667925.547,4174758.146,Duplin,,
-8667647.248,4175696.787,Duplin,,
-8666866.008,4184657.457,Duplin,,
-8665705.279,4172788.891,Duplin,,
-8659353.946,4183304.067,Duplin,,
-8655580.215,4175207.051,Duplin,,
-8678434.106,4153394.915,Duplin,,
-8676867.062,4149358.041,Duplin,,
-8676033.613,4154667.542,Duplin,,
-8675613.048,4149297.103,Duplin,,
-8660515.453,4170075.243,Duplin,,
-8660515.453,4170075.243,Duplin,,
-8657383.591,4164560.645,Duplin,,
-8697302.76,4158596.045,Duplin,,
-8693810.222,4137586.569,Duplin,,
-8687005.707,4156789.633,Duplin,,
-8685302.519,4157686.012,Duplin,,
-8684823.623,4158424.763,Duplin,,
-8660867.891,4146757.835,Duplin,,
-8662643.771,4144846.301,Duplin,,
-8662081.273,4144912.641,Duplin,,
-8672031.009,4177899.912,Duplin,,
-8670185.332,4177669.551,Duplin,,
-8663089.828,4184887.418,Duplin,,
-8662237.121,4156259.989,Duplin,,
-8659509.793,4144275.035,Duplin,,
-8659402.926,4150588.943,Duplin,,
-8656448.507,4148155.501,Duplin,,
-8656292.66,4149471.909,Duplin,,
-8652986.471,4159315.975,Duplin,,
-8651684.033,4153883.691,Duplin,,
-8649769.338,4154073.776,Duplin,,
-8669840.242,4182664.255,Duplin,,
-8694798.072,4134024.069,Duplin,,
-8666222.358,4174309.259,Duplin,,
-8660411.481,4128157.045,Duplin,,
-8657506.042,4133644.584,Duplin,,
-8655301.916,4136843.502,Duplin,,
-8654222.117,4134959.283,Duplin,,
-8653175.714,4127398.486,Duplin,,
-8650450.168,4133251.966,Duplin,,
-8650392.393,4132513.931,Duplin,,
-8698505.011,4142606.578,Duplin,,
-8697785.998,4138806.004,Duplin,,
-8659943.939,4140572.211,Duplin,,
-8659231.494,4140206.065,Duplin,,
-8656467.988,4142206.728,Duplin,,
-8655335.312,4144614.182,Duplin,,
-8654166.457,4137860.3,Duplin,,
-8652906.209,4142608.341,Duplin,,
-8652184.971,4139148.376,Duplin,,
-8649958.581,4138009.438,Duplin,,
-8697391.816,4183835.002,Duplin,,
-8673703.028,4158704.711,Duplin,,
-8654377.964,4143745.985,Duplin,,
-8652496.665,4146147.259,Duplin,,
-8649891.789,4145319.643,Duplin,,
-8649524.435,4144085.116,Duplin,,
-8649316.379,4144900.702,Duplin,,
-8698185.524,4129137.83,Duplin,,
-8696979.6,4136800.663,Duplin,,
-8691328.02,4147248.626,Duplin,,
-8700085.747,4159546.906,Duplin,,
-8696835.218,4128184.138,Duplin,,
-8696245.225,4129240.79,Duplin,,
-8688228.441,4175818.68,Duplin,,
-8679825.6,4175016.604,Duplin,,
-8678255.995,4172826.7,Duplin,,
-8674883.015,4169168.756,Duplin,,
-8672830.617,4141755.761,Duplin,,
-8662292.78,4130067.216,Duplin,,
-8653561.325,4155988.93,Duplin,,
-8772654.923,4325155.411,Durham,,
-8642722.814,4262847.475,Edgecombe,,
-8627260.537,4274962.056,Edgecombe,,
-8627260.537,4274962.056,Edgecombe,,
-8616406.886,4284506.793,Edgecombe,,
-8658447.582,4282112.544,Edgecombe,,
-8612722.211,4281333.442,Edgecombe,,
-8632915.567,4306897.677,Edgecombe,,
-8616039.532,4298296.207,Edgecombe,,
-8613690.691,4285344.932,Edgecombe,,
-8613690.691,4285344.932,Edgecombe,,
-8613690.691,4285344.932,Edgecombe,,
-8648166.337,4294885.032,Edgecombe,,
-8648166.337,4294885.032,Edgecombe,,
-8648166.337,4294885.032,Edgecombe,,
-8642477.911,4307765.084,Edgecombe,,
-8642477.911,4307765.084,Edgecombe,,
-8642477.911,4307765.084,Edgecombe,,
-8642477.911,4307765.084,Edgecombe,,
-8643034.508,4274701.239,Edgecombe,,
-8636718.908,4268296,Edgecombe,,
-8648901.046,4286073.204,Edgecombe,,
-8639811.475,4275022.32,Edgecombe,,
-8637858.152,4277460.733,Edgecombe,,
-8654934.562,4290306.389,Edgecombe,,
-8616251.039,4280605.487,Edgecombe,,
-8636878.541,4304144.465,Edgecombe,,
-8633316.317,4305355.792,Edgecombe,,
-8651405.734,4305975.273,Edgecombe,,
-8651405.734,4305975.273,Edgecombe,,
-8645194.106,4316566.995,Edgecombe,,
-8658830.744,4280152.257,Edgecombe,,
-8657572.834,4280481.877,Edgecombe,,
-8656882.653,4285111.346,Edgecombe,,
-8652307.422,4279506.78,Edgecombe,,
-8649134.816,4288217.079,Edgecombe,,
-8648555.955,4286279.327,Edgecombe,,
-8618911.575,4303979.294,Edgecombe,,
-8698471.615,4301914.875,Franklin,,
-8697948.413,4302424.062,Franklin,,
-8690156.049,4322080.443,Franklin,,
-8713744.649,4331197.585,Franklin,,
-8701556.278,4311881.394,Franklin,,
-8701040.423,4311517.487,Franklin,,
-8694208.078,4311097.673,Franklin,,
-8697948.413,4310712.032,Franklin,,
-8697915.017,4310753.35,Franklin,,
-9056308.118,4218946.883,Gaston,,
-9056308.118,4218946.883,Gaston,,
-9056308.118,4218946.883,Gaston,,
-9043784.675,4209268.038,Gaston,,
-9043784.675,4209268.038,Gaston,,
-9043784.675,4209268.038,Gaston,,
-9043784.675,4209268.038,Gaston,,
-8538360.791,4351113.804,Gates,,
-8547733.892,4366179.026,Gates,,
-8545129.016,4358221.846,Gates,,
-8545129.016,4358221.846,Gates,,
-8545129.016,4358221.846,Gates,,
-8545129.016,4358221.846,Gates,,
-8539006.444,4360988.892,Gates,,
-8534883.17,4368586.024,Gates,,
-8536067.61,4368518.867,Gates,,
-8544817.322,4362414.199,Gates,,
-8759018.286,4362137.425,Granville,,
-8754966.256,4344162.425,Granville,,
-8756424.542,4349233.863,Granville,,
-8643123.564,4231847.033,Greene,,
-8634151.213,4236592.74,Greene,,
-8633694.803,4227021.37,Greene,,
-8629631.642,4226078.358,Greene,,
-8660656.384,4233597.372,Greene,,
-8656741.166,4216286.333,Greene,,
-8654500.416,4227595.417,Greene,,
-8662671.267,4239452.096,Greene,,
-8642634.871,4235369.874,Greene,,
-8632481.421,4221747.007,Greene,,
-8629798.621,4228702.593,Greene,,
-8659788.092,4228319.853,Greene,,
-8652774.964,4238275.428,Greene,,
-8652184.971,4236866.33,Greene,,
-8646708.052,4216284.012,Greene,,
-8645349.954,4215068.864,Greene,,
-8632425.761,4226611.355,Greene,,
-8655279.652,4228538.56,Greene,,
-8655023.618,4219138.089,Greene,,
-8629887.677,4225969.028,Greene,,
-8642722.814,4231655.606,Greene,,
-8636232.887,4225654.712,Greene,,
-8628006.377,4224178.912,Greene,,
-8653835.616,4217496.153,Greene,,
-8650147.824,4241121.538,Greene,,
-8630666.913,4223987.619,Greene,,
-8649468.775,4221309.868,Greene,,
-8645439.009,4216092.856,Greene,,
-8658797.348,4232038.462,Greene,,
-8646307.301,4232421.332,Greene,,
-8633973.102,4223536.728,Greene,,
-8644882.412,4229878.235,Greene,,
-8660289.029,4228538.56,Greene,,
-8659609.981,4217048.668,Greene,,
-8660968.078,4229003.326,Greene,,
-8635397.991,4228702.593,Greene,,
-8654878.902,4223386.435,Greene,,
-8648377.844,4233146.086,Greene,,
-8648107.894,4233953.08,Greene,,
-8643190.356,4234431.616,Greene,,
-8642099.425,4234814.569,Greene,,
-8650047.636,4251622.958,Greene,,
-8650014.24,4252116.102,Greene,,
-8657561.702,4244584.388,Greene,,
-8657561.702,4244584.388,Greene,,
-8657561.702,4244584.388,Greene,,
-8658433.779,4222186.486,Greene,,
-8657105.292,4221446.472,Greene,,
-8656662.797,4222664.1,Greene,,
-8655090.409,4222621.338,Greene,,
-8652741.568,4223946.628,Greene,,
-8651817.616,4223263.469,Greene,,
-8658830.744,4226338.02,Greene,,
-8657684.153,4229304.068,Greene,,
-8656548.695,4226994.035,Greene,,
-8637591.097,4217963.458,Greene,,
-8648444.636,4234349.556,Greene,,
-8645891.189,4234094.081,Greene,,
-8640930.57,4236743.214,Greene,,
-8656637.75,4231806.012,Greene,,
-8649836.129,4233173.436,Greene,,
-8659732.432,4238685.879,Greene,,
-8648868.763,4236144.066,Greene,,
-8647690.112,4249587.881,Greene,,
-8645316.558,4238384.88,Greene,,
-8644819.071,4217288.043,Greene,,
-8644426.002,4224178.912,Greene,,
-8640685.667,4235033.405,Greene,,
-8642355.459,4228128.488,Greene,,
-8654010.61,4236373.872,Greene,,
-8652619.117,4238275.428,Greene,,
-8627382.988,4223113.18,Greene,,
-8625379.237,4223646.033,Greene,,
-8647387.1,4241655.266,Greene,,
-8639539.076,4230589.149,Greene,,
-8638882.291,4234089.705,Greene,,
-8638270.034,4234199.115,Greene,,
-8636377.603,4235416.379,Greene,,
-8636232.887,4229071.676,Greene,,
-8637067.784,4235457.413,Greene,,
-8653075.526,4216284.012,Greene,,
-8642355.459,4235375.346,Greene,,
-8628954.04,4225696.803,Greene,,
-8628284.676,4227827.778,Greene,,
-8627171.481,4228360.86,Greene,,
-8654066.27,4230821.573,Greene,,
-8641854.522,4216406.899,Greene,,
-8636377.603,4221023.004,Greene,,
-8631005.324,4232217.179,Greene,,
-8657506.042,4232038.462,Greene,,
-8657489.344,4231636.737,Greene,,
-8635487.047,4216174.779,Greene,,
-8635069.487,4217456.142,Greene,,
-8636355.339,4218523.512,Greene,,
-8662359.572,4223345.446,Greene,,
-8661302.037,4220080.506,Greene,,
-8655090.409,4221869.956,Greene,,
-8654255.513,4228729.932,Greene,,
-8650982.72,4223454.749,Greene,,
-8647732.191,4236092.087,Greene,,
-8642255.272,4236866.33,Greene,,
-8637103.406,4215497.427,Greene,,
-8632459.157,4230220.015,Greene,,
-8856333.785,4324465.88,Guilford,,
-8858092.633,4324148.711,Guilford,,
-8858092.633,4324148.711,Guilford,,
-8863168.801,4293056.094,Guilford,,
-8862341.809,4319526.54,Guilford,,
-8875135.647,4309803.075,Guilford,,
-8867988.935,4303910.474,Guilford,,
-8856856.986,4289082.994,Guilford,,
-8878070.808,4333663.846,Guilford,,
-8867510.707,4333808.905,Guilford,,
-8867510.707,4333808.905,Guilford,,
-8867988.935,4303910.474,Guilford,,
-8855832.847,4292134.865,Guilford,,
-8627801.772,4310879.647,Halifax,,
-8626737.335,4311745.031,Halifax,,
-8619156.478,4323997.025,Halifax,,
-8617208.387,4333350.408,Halifax,,
-8621850.409,4342173.194,Halifax,,
-8615510.764,4314498.798,Halifax,,
-8613892.179,4314366.535,Halifax,,
-8623249.695,4326499.985,Halifax,,
-8635374.726,4325167.823,Halifax,,
-8627234.933,4331736.716,Halifax,,
-8675194.709,4327720.853,Halifax,,
-8787908.254,4207771.647,Harnett,,
-8781680.819,4216980.256,Harnett,,
-8781680.819,4216980.256,Harnett,,
-8790955.291,4208282.746,Harnett,,
-8787499.044,4204176.881,Harnett,,
-8780179.008,4212923.431,Harnett,,
-8779514.097,4223117.962,Harnett,,
-8779514.097,4223117.962,Harnett,,
-8781535.102,4237723.806,Harnett,,
-8808659.543,4192429.893,Harnett,,
-8808659.543,4192429.893,Harnett,,
-8811563.757,4198796.742,Harnett,,
-8750629.249,4198781.883,Harnett,,
-8750629.249,4198781.883,Harnett,,
-8754212.067,4220456.813,Harnett,,
-8787908.254,4207771.647,Harnett,,
-9236734.749,4245036.145,Haywood,,
-9241933.369,4243626.178,Haywood,,
-9236734.749,4255226.157,Haywood,,
-9221116.624,4245460.54,Haywood,,
-9220960.777,4239260.536,Haywood,,
-9242300.723,4244584.388,Haywood,,
-9233027.81,4246364.144,Haywood,,
-9242300.723,4244091.584,Haywood,,
-9242300.723,4244091.584,Haywood,,
-9242300.723,4244091.584,Haywood,,
-9242300.723,4244091.584,Haywood,,
-9189735.66,4217990.906,Henderson,,
-9189735.66,4217990.906,Henderson,,
-8588284.466,4342718.262,Hertford,,
-8583267.63,4351721.538,Hertford,,
-8579812.273,4350252.999,Hertford,,
-8560137.555,4340556.385,Hertford,,
-8552119.88,4336221.508,Hertford,,
-8543770.918,4340833.433,Hertford,,
-8541418.96,4336877.414,Hertford,,
-8824554.853,4156828.747,Hoke,,
-8831094.205,4168111.032,Hoke,,
-8829705.161,4164319.689,Hoke,,
-8816715.401,4162574.309,Hoke,,
-8837595.931,4163677.302,Hoke,,
-8830045.353,4155908.401,Hoke,,
-8829736.998,4147608.083,Hoke,,
-8829583.711,4152268.776,Hoke,,
-8828084.905,4151883.376,Hoke,,
-8814154.162,4158431.826,Hoke,,
-8829709.168,4148644.047,Hoke,,
-8827952.213,4146409.938,Hoke,,
-8826956.571,4143310.283,Hoke,,
-8836455.797,4166598.581,Hoke,,
-8525041.414,4253688.145,Hyde,,
-8518724.033,4251431.186,Hyde,,
-8518724.033,4251431.186,Hyde,,
-8985341.943,4305204.369,Iredell,,
-8985341.943,4305204.369,Iredell,,
-8987189.846,4282253.756,Iredell,,
-8987189.846,4282253.756,Iredell,,
-8987189.846,4282253.756,Iredell,,
-9010388.828,4286100.687,Iredell,,
-9002652.123,4288327.032,Iredell,,
-9002652.123,4288327.032,Iredell,,
-9002652.123,4288327.032,Iredell,,
-9002652.123,4288327.032,Iredell,,
-9001728.172,4286677.844,Iredell,,
-9001728.172,4286677.844,Iredell,,
-9001728.172,4286677.844,Iredell,,
-8997865.385,4278476.843,Iredell,,
-9016878.754,4303979.294,Iredell,,
-9016878.754,4303979.294,Iredell,,
-9016878.754,4303979.294,Iredell,,
-9016878.754,4303979.294,Iredell,,
-9023572.395,4271446.894,Iredell,,
-9023572.395,4271446.894,Iredell,,
-9023572.395,4271446.894,Iredell,,
-9023572.395,4271446.894,Iredell,,
-8984874.401,4288203.335,Iredell,,
-8984874.401,4288203.335,Iredell,,
-8984874.401,4288203.335,Iredell,,
-9012425.975,4287791.019,Iredell,,
-8998789.337,4308081.774,Iredell,,
-8998789.337,4308081.774,Iredell,,
-8998789.337,4308081.774,Iredell,,
-8998789.337,4308081.774,Iredell,,
-9006615.097,4290608.822,Iredell,,
-9006615.097,4290608.822,Iredell,,
-9006615.097,4290608.822,Iredell,,
-9006615.097,4290608.822,Iredell,,
-8986076.651,4290540.087,Iredell,,
-9009398.085,4303291.111,Iredell,,
-9009398.085,4303291.111,Iredell,,
-9009398.085,4303291.111,Iredell,,
-9009398.085,4303291.111,Iredell,,
-9006670.757,4294431.207,Iredell,,
-9006670.757,4294431.207,Iredell,,
-8999256.879,4293936.146,Iredell,,
-8999256.879,4293936.146,Iredell,,
-8999256.879,4293936.146,Iredell,,
-8999256.879,4293936.146,Iredell,,
-8996128.801,4289509.105,Iredell,,
-8996128.801,4289509.105,Iredell,,
-8996128.801,4289509.105,Iredell,,
-8990907.917,4285729.673,Iredell,,
-8990907.917,4285729.673,Iredell,,
-8990907.917,4285729.673,Iredell,,
-8990907.917,4285729.673,Iredell,,
-8985520.054,4304557.402,Iredell,,
-8985520.054,4304557.402,Iredell,,
-9008529.792,4305135.541,Iredell,,
-9008529.792,4305135.541,Iredell,,
-9008529.792,4305135.541,Iredell,,
-9013939.92,4270089.911,Iredell,,
-9013939.92,4270089.911,Iredell,,
-9013939.92,4270089.911,Iredell,,
-9013939.92,4270089.911,Iredell,,
-9011034.481,4288780.603,Iredell,,
-9003887.77,4293551.114,Iredell,,
-9002039.866,4288395.754,Iredell,,
-8745693.788,4224762.239,Johnston,,
-8744179.398,4232640.121,Johnston,,
-8740236.795,4255399.633,Johnston,,
-8740236.795,4255399.633,Johnston,,
-8723877.617,4202872.377,Johnston,,
-8734494.602,4228852.959,Johnston,,
-8724648.95,4217268.516,Johnston,,
-8737824.836,4209826.422,Johnston,,
-8749209.48,4220654.191,Johnston,,
-8744268.453,4220462.959,Johnston,,
-8744268.453,4220462.959,Johnston,,
-8718542.519,4203061.121,Johnston,,
-8718019.317,4203702.114,Johnston,,
-8726735.634,4204534.096,Johnston,,
-8720768.909,4202188.341,Johnston,,
-8731466.712,4204152.194,Johnston,,
-8731466.712,4204152.194,Johnston,,
-8731466.712,4204152.194,Johnston,,
-8730386.913,4208326.544,Johnston,,
-8729919.371,4218946.883,Johnston,,
-8729184.662,4215300.96,Johnston,,
-8725407.258,4211387.101,Johnston,,
-8725344.14,4211506.112,Johnston,,
-8721692.861,4239479.461,Johnston,,
-8740401.437,4227303.196,Johnston,,
-8720947.02,4211901.917,Johnston,,
-8720535.138,4238111.252,Johnston,,
-8716930.613,4208661.789,Johnston,,
-8742603.336,4234570.572,Johnston,,
-8718061.507,4203549.772,Johnston,,
-8714768.788,4226720.691,Johnston,,
-8712842.961,4209813.868,Johnston,,
-8711139.773,4225272.078,Johnston,,
-8702720.234,4221619.552,Johnston,,
-8702642.645,4216419.734,Johnston,,
-8700152.539,4235717.297,Johnston,,
-8724576.035,4200933.839,Johnston,,
-8721960.027,4204165.834,Johnston,,
-8721737.388,4203770.307,Johnston,,
-8709603.898,4209988.948,Johnston,,
-8709603.898,4209988.948,Johnston,,
-8735219.069,4214583.388,Johnston,,
-8718609.311,4214044.967,Johnston,,
-8721537.013,4205638.955,Johnston,,
-8716683.483,4204575.014,Johnston,,
-8723885.855,4245145.665,Johnston,,
-8723885.855,4245145.665,Johnston,,
-8725850.755,4213494.695,Johnston,,
-8715301.786,4211365.81,Johnston,,
-8736706.52,4226153.523,Johnston,,
-8717530.736,4203690.794,Johnston,,
-8731623.784,4212100.78,Johnston,,
-8740494.723,4223728.013,Johnston,,
-8729549.011,4202521.217,Johnston,,
-8725589.043,4202938.382,Johnston,,
-8712584.143,4258641.797,Johnston,,
-8712584.143,4258641.797,Johnston,,
-8712584.143,4258641.797,Johnston,,
-8712584.143,4258641.797,Johnston,,
-8712453.343,4271654.25,Johnston,,
-8710004.314,4268786.467,Johnston,,
-8744032.122,4231692.797,Johnston,,
-8733926.873,4235607.871,Johnston,,
-8733926.873,4235607.871,Johnston,,
-8747988.751,4228245.22,Johnston,,
-8718052.713,4260064.255,Johnston,,
-8715091.615,4207644.353,Johnston,,
-8634529.699,4177030.065,Jones,,
-8624666.792,4191243.524,Jones,,
-8599742.358,4173588.357,Jones,,
-8599742.358,4173588.357,Jones,,
-8615538.594,4173629.162,Jones,,
-8608213.772,4165430.467,Jones,,
-8643869.405,4164370.38,Jones,,
-8643334.737,4168270.772,Jones,,
-8604072.687,4162753.264,Jones,,
-8640129.07,4169127.968,Jones,,
-8640129.07,4169127.968,Jones,,
-8630811.628,4180881.146,Jones,,
-8637034.388,4164981.956,Jones,,
-8624410.758,4182841.221,Jones,,
-8628652.03,4162440.74,Jones,,
-8613061.29,4153823.679,Jones,,
-8604929.847,4169209.544,Jones,,
-8607169.817,4156020.028,Jones,,
-8635696.773,4174835.547,Jones,,
-8630298.334,4172554.557,Jones,,
-8628440.523,4185836.449,Jones,,
-8631190.115,4162440.74,Jones,,
-8627260.537,4191093.67,Jones,,
-8651906.672,4164370.38,Jones,,
-8650849.137,4164180.119,Jones,,
-8616128.587,4178349.896,Jones,,
-8612878.058,4152756.824,Jones,,
-8634585.359,4174499.694,Jones,,
-8631905.899,4171190.131,Jones,,
-8618372.12,4173498.044,Jones,,
-8603760.992,4161245.074,Jones,,
-8603760.992,4161245.074,Jones,,
-8603760.992,4161245.074,Jones,,
-8634482.945,4162943.365,Jones,,
-8623895.682,4164666.515,Jones,,
-8621137.965,4173207.522,Jones,,
-8609571.869,4181262.245,Jones,,
-8623987.743,4186517.295,Jones,,
-8638098.825,4165824.899,Jones,,
-8620770.61,4183154.32,Jones,,
-8620770.61,4183154.32,Jones,,
-8648099.545,4162481.503,Jones,,
-8633285.259,4165508.754,Jones,,
-8646952.954,4161353.766,Jones,,
-8639973.222,4165579.974,Jones,,
-8600888.949,4170596.435,Jones,,
-8641734.185,4169103.359,Jones,,
-8638742.919,4163499.011,Jones,,
-8620392.124,4170678.022,Jones,,
-8620392.124,4170678.022,Jones,,
-8620392.124,4170678.022,Jones,,
-8582732.74,4138999.222,Jones,,
-8582732.74,4138999.222,Jones,,
-8818451.762,4209991.268,Lee,,
-8650293.652,4175955.267,Lenoir,,
-8660175.595,4197348.387,Lenoir,,
-8636120.343,4184842.488,Lenoir,,
-8652150.461,4185523.273,Lenoir,,
-8639919.121,4188600.946,Lenoir,,
-8645138.447,4170800.404,Lenoir,,
-8641835.152,4179737.93,Lenoir,,
-8652572.362,4189445.412,Lenoir,,
-8647130.175,4178458.755,Lenoir,,
-8650162.629,4186898.587,Lenoir,,
-8649981.29,4181643.356,Lenoir,,
-8663689.84,4203088.397,Lenoir,,
-8657541.664,4207466.99,Lenoir,,
-8649255.709,4209008.778,Lenoir,,
-8660342.685,4188274.073,Lenoir,,
-8627187.066,4212939.265,Lenoir,,
-8643232.1,4184992.257,Lenoir,,
-8651931.385,4168189.882,Lenoir,,
-8657126.443,4196735.023,Lenoir,,
-8663196.695,4189513.517,Lenoir,,
-8660574.23,4186263.743,Lenoir,,
-8623806.293,4206539.293,Lenoir,,
-8647450.553,4185836.449,Lenoir,,
-8663330.278,4188165.117,Lenoir,,
-8663757.3,4188723.526,Lenoir,,
-8662802.29,4188369.41,Lenoir,,
-8649299.569,4188818.866,Lenoir,,
-8647906.629,4173860.39,Lenoir,,
-8645837.867,4182637.03,Lenoir,,
-8644163.288,4180486.451,Lenoir,,
-8648107.56,4169821.386,Lenoir,,
-8646777.292,4177860.044,Lenoir,,
-8639197.326,4173253.902,Lenoir,,
